machine_translated_fields,subject_en,spatial_representation_type_en,collection_en,frequency_en,id,jurisdiction_en,keywords_en,license_id_en,maintainer,maintainer_email,metadata_created,metadata_modified,name,org_title_at_publication_en,owner_org_en,formats_en,resource_date_published,resource_size,resource_url,resource_character_set_en,resource_language_en,resource_format_en,resource_related_type_en,resource_related_relationship_en,resource_type_en,resource_data_quality_en,restrictions,spatial,time_period_coverage_end,time_period_coverage_start,title_translated_eng,topic_category_en,dataset_type_en,org_section_en,program_page_url_en
"-","['Nature and Environment']","['Vector']","Open Maps","Unknown","8bb7cd65-52e9-4a6c-90e7-63866da46ff2","Federal","['Drainage', 'Hydrology', 'Inland waters', 'Water', 'Watersheds', 'Western provinces']","Open Government Licence - Canada","-","Agri-Geomatics-Agrog@agr.gc.ca","2016-09-24T23:11:26.672Z","2023-03-30T16:01:04.498Z","8bb7cd65-52e9-4a6c-90e7-63866da46ff2","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/watersheds2013/data_donnees/fgdb/HYD_AAFC_GAUGING_STATION_FGDB.zip', 'https://agriculture.canada.ca/atlas/data_donnees/watersheds2013/data_donnees/geojson/HYD_AAFC_GAUGING_STATION.zip', 'https://agriculture.canada.ca/atlas/data_donnees/watersheds2013/supportdocument_documentdesupport/en/ISO_19131_AAFC_Watersheds_Project_2013_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/watersheds2013/supportdocument_documentdesupport/fr/Projet_des_bassins_hydrographiques_d_AAC_2013_Specifications_de_contenu_informationnel_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_watershed_2013/MapServer/0', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_bassin_hydrographique_2013/MapServer/0', 'https://agriculture.canada.ca/atlas/services/mapservices/aafc_watershed_2013/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=14&legend_format=image/png&feature_info_type=text/html', 'https://agriculture.canada.ca/atlas/services/servicesdecarte/aac_bassin_hydrographique_2013/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=14&legend_format=image/png&feature_info_type=text/html']","['-']","['English', 'French']","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-124.0, 45.0], [-90.0, 45.0], [-90.0, 61.0], [-124.0, 61.0], [-124.0, 45.0]]]}","-","2013-01-01 00:00:00","Hydrometric Gauging Stations of the AAFC Watersheds Project - 2013","Inland Waters","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Text Table']","Open Maps","As Needed","8e2583c8-af71-4873-8cca-8081db789121","Federal","['AEI', 'Climate indicators', 'Earth sciences', 'Environment']","Open Government Licence - Canada","-","aafc.agri-geomatics-agrogeomatiques.aac@agr.gc.ca","2020-12-14T16:11:13.439Z","2024-11-27T02:31:46.576Z","8e2583c8-af71-4873-8cca-8081db789121","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/agriEnvironmentalIndicators/data_donnees/csv/soil_salinization_salinisation_des_sols/', 'https://agriculture.canada.ca/atlas/data_donnees/agriEnvironmentalIndicators/data_donnees/gdb/AEI_SOIL_SALINZTN_GDB.zip', 'https://agriculture.canada.ca/atlas/data_donnees/agriEnvironmentalIndicators/data_donnees/geojson/AEI_SOIL_SALINZTN/', 'https://agriculture.canada.ca/atlas/data_donnees/agriEnvironmentalIndicators/supportdocument_documentdesupport/en/ISO_19131_Agri_Environmental_Indicator(AEI)_Risk_of_Soil_Salinization_Data_Series_Data_Product_Specifications.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/agriEnvironmentalIndicators/supportdocument_documentdesupport/fr/SPC_ISO_19131_Indicateur_agroenvironnemental_Serie_de_donnees_sur_le_risque_de_salinisation_du_sol_risque_de_salinisation_du_sol.pdf', 'https://services.arcgis.com/lGOekm0RsNxYnT3j/arcgis/rest/services/Risk_soil_salinization_2021/FeatureServer', 'https://services.arcgis.com/lGOekm0RsNxYnT3j/arcgis/rest/services/Risque_de_salinisation_des_sols_2021/FeatureServer']","['-']","['English', 'French']","['CSV', 'ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-128.88, 41.67], [-52.37, 41.67], [-52.37, 59.18], [-128.88, 59.18], [-128.88, 41.67]]]}","2018-01-01 00:00:00","1981-01-01 00:00:00","Agri-Environmental Indicator – Risk of Soil Salinization","Climatology Meteorology Atmosphere","Open Data","-","-"
"-","['Agriculture']","['Text Table', 'Vector']","Open Maps","As Needed","8e33f524-988f-494d-8602-b60c6ee90d87","Federal","['Agriculture statistics']","Open Government Licence - Canada","-","aafc.agri-geomatics-agrogeomatiques.aac@agr.gc.ca","2016-09-24T23:39:31.490Z","2024-03-05T19:20:33.530Z","8e33f524-988f-494d-8602-b60c6ee90d87","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'ESRI REST', 'FGDB/GDB', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/data_donnees/csv/ez/', 'https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/data_donnees/fgdb/ez/', 'https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/supportdocument_documentdesupport/en/ISO_19131_Interpolated_Census_of_Agriculture_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/supportdocument_documentdesupport/en/InterpolatedCoAsupportTables.zip', 'https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/supportdocument_documentdesupport/en/Interpolated_Census_of_Agriculture_1971_2016_User_Guide.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/supportdocument_documentdesupport/fr/DonneesInterpoleesRAtablesSupport.zip', 'https://agriculture.canada.ca/atlas/data_donnees/interpolatedCoA/supportdocument_documentdesupport/fr/Donnees_interpolees_du_Recensement_de_agriculture_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_interpolated_census_of_agriculture/MapServer/1', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_interpolees_du_recensement_de_l_agriculture/MapServer/1']","['-']","['English', 'French']","['CSV', 'ESRI REST', 'FGDB/GDB', 'PDF']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 41.0], [-52.0, 41.0], [-52.0, 83.0], [-132.0, 83.0], [-132.0, 41.0]]]}","-","1971-01-01 00:00:00","Interpolated Census of Agriculture by Ecozone","Farming","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Vector']","Open Maps","Not Planned","8e8325ce-1cdb-4438-877b-2a75b3e1c35c","Federal","['Ecology', 'Environment', 'Terrestrial ecosystems']","Open Government Licence - Canada","-","aafc.cansis-siscan.aac@agr.gc.ca","2016-09-24T23:42:38.540Z","2024-09-10T20:11:09.420Z","8e8325ce-1cdb-4438-877b-2a75b3e1c35c","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/data_donnees/fgdb/ed/nef_ecodist_land_wtr_prov.gdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/data_donnees/geoJSON/ed/nef_ecodist_land_wtr_prov.geojson', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/supportdocument_documentdesupport/en/ISO_19131_National_Ecological_Framework_for_Canada_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/supportdocument_documentdesupport/fr/Cadre_ecologique_national_pour_le_Canada_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_national_ecological_framework_of_canada/MapServer/4', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_cadre_ecologique_national_pour_le_canada/MapServer/4', 'https://agriculture.canada.ca/atlas/services/mapservices/aafc_national_ecological_framework_of_canada/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=48&legend_format=image/png&feature_info_type=text/html', 'https://agriculture.canada.ca/atlas/services/servicesdecarte/aac_cadre_ecologique_national_pour_le_canada/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=48&legend_format=image/png&feature_info_type=text/html']","['-']","['English', 'French']","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","1999-01-01 00:00:00","1991-01-01 00:00:00","Land and Water Area by Province/Territory and Ecodistrict","Biota","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Vector']","Open Maps","Not Planned","8f08ef29-d6e9-4e09-9b79-ec7577dbe58e","Federal","['Ecology', 'Environment', 'Terrestrial ecosystems']","Open Government Licence - Canada","-","aafc.cansis-siscan.aac@agr.gc.ca","2017-04-26T16:15:52.738Z","2024-09-10T19:37:36.661Z","8f08ef29-d6e9-4e09-9b79-ec7577dbe58e","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/data_donnees/fgdb/er/nef_ecoreg_landcover.gdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/data_donnees/geoJSON/er/nef_ecoreg_landcover.geojson', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/supportdocument_documentdesupport/en/ISO_19131_National_Ecological_Framework_for_Canada_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/supportdocument_documentdesupport/fr/Cadre_ecologique_national_pour_le_Canada_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_national_ecological_framework_of_canada/MapServer/18', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_cadre_ecologique_national_pour_le_canada/MapServer/18', 'https://agriculture.canada.ca/atlas/services/mapservices/aafc_national_ecological_framework_of_canada/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=34&legend_format=image/png&feature_info_type=text/html', 'https://agriculture.canada.ca/atlas/services/servicesdecarte/aac_cadre_ecologique_national_pour_le_canada/MapServer/WMSServer?request=GetCapabilities&service=WMS&layers=34&legend_format=image/png&feature_info_type=text/html']","['-']","['English', 'French']","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","1999-01-01 00:00:00","1991-01-01 00:00:00","Land Cover by Ecoregion","Biota","Open Data","-","-"
"-","['Form Descriptors']","['Vector']","Open Maps","Not Planned","8f496e3f-1e54-4dbb-a501-a91eccf616b8","Federal","['Soil']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2016-09-24T23:50:40.660Z","2023-02-23T14:26:45.987Z","8f496e3f-1e54-4dbb-a501-a91eccf616b8","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/soilOfCanadaDerived/data_donnees/fgdb/', 'https://agriculture.canada.ca/atlas/data_donnees/soilOfCanadaDerived/data_donnees/geojson/', 'https://agriculture.canada.ca/atlas/data_donnees/soilOfCanadaDerived/supportdocument_documentdesupport/en/ISO_19131_Soils_of_Canada_Derived_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/soilOfCanadaDerived/supportdocument_documentdesupport/fr/Sols_du_Canada_produit_derive_Specifications_de_contenu_informationnel_produites_conformement_a_la_norme_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_soils_of_canada_derived/MapServer', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_sols_du_canada_produit_derive/MapServer', 'https://agriculture.canada.ca/atlas/services/mapservices/aafc_soils_of_canada_derived/MapServer/WMSServer?request=GetCapabilities&service=WMS', 'https://agriculture.canada.ca/atlas/services/servicesdecarte/aac_sols_du_canada_produit_derive/MapServer/WMSServer?request=GetCapabilities&service=WMS']","['-']","['English', 'French']","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF', 'WMS']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-141.0, 48.0], [-52.0, 48.0], [-52.0, 59.0], [-141.0, 59.0], [-141.0, 48.0]]]}","-","2015-04-22 00:00:00","Soils of Canada, Derived","Imagery Base Maps Earth Cover","Open Data","-","-"
"-","['Agriculture']","['Vector']","Open Maps","Annually","90e7c4cb-7541-4f6b-b766-85a6d504838e","Federal","['Grain elevators', 'Rail transport', 'Railways']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2021-08-11T03:02:55.148Z","2023-03-06T22:42:17.637Z","90e7c4cb-7541-4f6b-b766-85a6d504838e","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/data_donnees/fgdb/cgcElevators2020_fgdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/data_donnees/geoJSON/cgcElevators2020.geojson', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/supportdocument_documentdesupport/en/ISO_19131_Grain_Elevators_in_Canada_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/cgcElevators/supportdocument_documentdesupport/fr/Les_silos_a_grains_au_Canada_Specifications_de_contenu_informationnel_ISO_19131.pdf']","['-']","['English', 'French']","['FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","-","2016-06-01 00:00:00","Grain Elevators in Canada - 2020","Farming","Open Data","-","-"
"-","['Form Descriptors', 'Nature and Environment', 'Science and Technology']","['Text Table', 'Vector']","Open Maps","Unknown","9150ad66-73f7-444f-a67c-4be5cf676453","Federal","['Soil taxonomy']","Open Government Licence - Canada","-","aafc.cansis-siscan.aac@agr.gc.ca","2016-09-25T00:12:32.868Z","2024-09-10T20:10:46.875Z","9150ad66-73f7-444f-a67c-4be5cf676453","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/data_donnees/csv/ab_detailedsoils_csv.zip', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/data_donnees/fgdb/ab_detailed_soils_gdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/data_donnees/geoJSON/ab_detailed_soils_geoJSON.zip', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/supportdocument_documentdesupport/en/ISO_19131_Detailed_Soil_Surveys_Data_Product_Specifications.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/supportdocument_documentdesupport/fr/Leves_pedologiques_detailles_ISO_19131.pdf']","['-']","['English', 'French']","['CSV', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-120.0, 49.0], [-110.0, 49.0], [-110.0, 60.0], [-120.0, 60.0], [-120.0, 49.0]]]}","-","2013-01-01 00:00:00","Alberta Detailed Soil Survey","Geoscientific Information","Open Data","-","-"
"-","['Form Descriptors', 'Nature and Environment', 'Science and Technology']","['Text Table', 'Vector']","Open Maps","Not Planned","91c39230-fb8d-45f7-8af9-11257a549710","Federal","['Soil taxonomy']","Open Government Licence - Canada","-","aafc.cansis-siscan.aac@agr.gc.ca","2016-09-25T00:17:15.860Z","2024-09-10T20:10:57.888Z","91c39230-fb8d-45f7-8af9-11257a549710","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/data_donnees/csv/yt_detailedsoils_csv.zip', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/data_donnees/fgdb/yt_detailed_soils_gdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/data_donnees/geoJSON/yt_detailed_soils_geoJSON.zip', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/supportdocument_documentdesupport/en/ISO_19131_Detailed_Soil_Surveys_Data_Product_Specifications.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/detailedSoilSurvey/supportdocument_documentdesupport/fr/Leves_pedologiques_detailles_ISO_19131.pdf']","['-']","['English', 'French']","['CSV', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-141.0, 60.0], [-123.0, 60.0], [-123.0, 69.0], [-141.0, 69.0], [-141.0, 60.0]]]}","-","2013-01-01 00:00:00","Yukon Detailed Soil Survey","Geoscientific Information","Open Data","-","-"
"-","['Agriculture']","['-']","Non-Spatial","Weekly","920bc8e2-de26-4bf6-ac41-ed47962d0ff6","Federal","['Wholesale prices', 'fruit prices', 'market prices', 'vegetable prices']","Open Government Licence - Canada","-","aafc.infohort.aac@agr.gc.ca","2025-01-31T15:30:52.931Z","2025-01-31T15:40:53.106Z","920bc8e2-de26-4bf6-ac41-ed47962d0ff6","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'HTML', 'JSON', 'XML']","['2024-12-27']","['-']","['https://od-do.agr.gc.ca/DailyWholesalePrices0307_PrixDeGrossistesQuotidiens0307.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices0307_PrixDeGrossistesQuotidiens0307.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices0307_PrixDeGrossistesQuotidiens0307.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices0812_PrixDeGrossistesQuotidiens0812.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices0812_PrixDeGrossistesQuotidiens0812.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices0812_PrixDeGrossistesQuotidiens0812.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices1317_PrixDeGrossistesQuotidiens1317.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices1317_PrixDeGrossistesQuotidiens1317.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices1317_PrixDeGrossistesQuotidiens1317.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices1822_PrixDeGrossistesQuotidiens1822.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices1822_PrixDeGrossistesQuotidiens1822.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices1822_PrixDeGrossistesQuotidiens1822.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices2327_PrixDeGrossistesQuotidiens2327.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices2327_PrixDeGrossistesQuotidiens2327.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices2327_PrixDeGrossistesQuotidiens2327.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices9497_PrixDeGrossistesQuotidiens9497.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices9497_PrixDeGrossistesQuotidiens9497.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices9497_PrixDeGrossistesQuotidiens9497.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices9802_PrixDeGrossistesQuotidiens9802.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices9802_PrixDeGrossistesQuotidiens9802.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices9802_PrixDeGrossistesQuotidiens9802.xml.zip', 'https://od-do.agr.gc.ca/DailyWholesalePricesChangeLogEn.html', 'https://od-do.agr.gc.ca/DailyWholesalePricesDictionaryEn.html', 'https://od-do.agr.gc.ca/DailyWholesalePrices_PrixDeGrossistesQuotidiens.csv.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices_PrixDeGrossistesQuotidiens.json.zip', 'https://od-do.agr.gc.ca/DailyWholesalePrices_PrixDeGrossistesQuotidiens.xml.zip', 'https://od-do.agr.gc.ca/PrixDeGrossistesQuotidiensDictionnaireFr.html', 'https://od-do.agr.gc.ca/PrixDeGrossistesQuotidiensJournalFr.html']","['-']","['English', 'French']","['CSV', 'HTML', 'JSON', 'XML']","['-']","['-']","['Dataset', 'Specification', 'Terminology']","['-']","unrestricted","-","-","1994-11-07 00:00:00","Daily Wholesale Prices Report","Open Data","-","https://agriculture.canada.ca/en/sector/horticulture/market-information-infohort/wholesale-price-reports/daily-reports","['General public']"
"-","['Agriculture']","['Text Table']","Open Maps","As Needed","9253a01b-f1d9-4b67-ba98-857667827c7b","Federal","['Agriculture', 'Crops', 'Farmlands', 'Yield']","Open Government Licence - Canada","-","aafc.agri-geomatics-agrogeomatiques.aac@agr.gc.ca","2021-09-29T20:00:48.729Z","2024-02-15T18:31:35.473Z","9253a01b-f1d9-4b67-ba98-857667827c7b","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['CSV', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/data_donnees/csv/actual/historical_actual_crop_yield_by_CAR.csv', 'https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/data_donnees/csv/forecast/crop_yield_forecast_by_CAR.csv', 'https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/data_donnees/csv/forecast/historical/', 'https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/data_donnees/fgdb/', 'https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/data_donnees/geoJSON/', 'https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/supportdocument_documentdesupport/en/ISO_19131_Canadian_Crop_Yields_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/canadianCropYield/supportdocument_documentdesupport/fr/Rendement_des_cultures_au_Canada_SPC.pdf']","['-']","['English', 'French']","['CSV', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.1905643, 41.5368647], [-51.3311893, 41.5368647], [-51.3311893, 56.28873637], [-132.1905643, 56.28873637], [-132.1905643, 41.5368647]]]}","-","1976-12-01 00:00:00","Canadian Crop Yields","Farming","Open Data","-","-"
"-","['Agriculture']","['Vector']","Open Maps","As Needed","92f73de5-5f46-4a8c-bc5f-c3872f268ecb","Federal","['Agricultural statistics', 'Crops']","Open Government Licence - Canada","-","agri-geomatics-agrog@agr.gc.ca","2016-09-25T00:30:54.681Z","2024-11-14T17:40:38.834Z","92f73de5-5f46-4a8c-bc5f-c3872f268ecb","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'GeoTIF', 'HTML', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/data_donnees/tif/crop_spatial_density_corn.zip', 'https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/maps_cartes/Corn/', 'https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/supportdocument_documentdesupport/en/ISO_19131_Spatial_Density_Major_Crops_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/cropSpatialDensity/supportdocument_documentdesupport/fr/ISO_19131_Densite_spatiale_des_grandes_cultures.pdf', 'https://agriculture.canada.ca/atlas/dcrops', 'https://agriculture.canada.ca/atlas/dcultures', 'https://tiles.arcgis.com/tiles/lGOekm0RsNxYnT3j/arcgis/rest/services/Spatial_Density_of_Corn_Densit%C3%A9_spatiale_du_ma%C3%AFs/MapServer']","['-']","['English', 'French', 'No linguistic content; Not applicable']","['ESRI REST', 'GeoTIF', 'HTML', 'PDF']","['-']","['-']","['Application', 'Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-60.0, 36.0], [-60.0, 60.0], [-132.0, 60.0], [-132.0, 36.0]]]}","2021-12-31 00:00:00","2009-01-01 00:00:00","Spatial Density of Corn in Canada","Farming","Open Data","-","-"
"-","['Nature and Environment', 'Science and Technology']","['Vector']","Open Maps","Not Planned","958c8f96-e660-424a-8454-bd45ef4a5d6a","Federal","['Ecology', 'Environment', 'Terrestrial ecosystems']","Open Government Licence - Canada","-","aafc.cansis-siscan.aac@agr.gc.ca","2017-04-25T21:25:29.095Z","2024-09-10T20:11:05.282Z","958c8f96-e660-424a-8454-bd45ef4a5d6a","Agriculture and Agri-Food Canada","Agriculture and Agri-Food Canada","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/data_donnees/fgdb/ep/nef_ecoprov_land_wtr_area.gdb.zip', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/data_donnees/geoJSON/ep/nef_ecoprov_land_wtr_area.geojson', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/supportdocument_documentdesupport/en/ISO_19131_National_Ecological_Framework_for_Canada_Data_Product_Specification.pdf', 'https://agriculture.canada.ca/atlas/data_donnees/nationalEcologicalFramework/supportdocument_documentdesupport/fr/Cadre_ecologique_national_pour_le_Canada_ISO_19131.pdf', 'https://agriculture.canada.ca/atlas/rest/services/mapservices/aafc_national_ecological_framework_of_canada/MapServer/29', 'https://agriculture.canada.ca/atlas/rest/services/servicesdecarte/aac_cadre_ecologique_national_pour_le_canada/MapServer/29']","['-']","['English', 'French']","['ESRI REST', 'FGDB/GDB', 'GEOJSON', 'PDF']","['-']","['-']","['Dataset', 'Guide', 'Web Service']","['-']","unrestricted","{""type"": ""Polygon"", ""coordinates"": [[[-132.0, 36.0], [-52.0, 36.0], [-52.0, 90.0], [-132.0, 90.0], [-132.0, 36.0]]]}","1999-01-01 00:00:00","1991-01-01 00:00:00","Total Land and Water Area by Ecoprovince","Biota","Open Data","-","-"
